Name,url,keywords
Spider-Man: Into the Spider-Verse,https://www.imdb.com/title/tt4633694/,"multiverse, teenage superhero, wisecrack humor, posthumous cameo, miles morales character, spider ham character, crying in the shower, superhero, african american, father son relationship, interdimensional travel, parallel world, cemetery, stan lee cameo, spider bite, pig, superheroine, unlikely hero, reference to looney tunes, cartoon pig, anthropomorphic animal, cartoon violence, talking pig, superhero action, air jordan sneakers, urban adventure, biracial, based on comic book, character name in title, spider man character, superhero sci fi, based on comic, superhero fight, secret identity, origin of hero, graffiti, supervillain, teenager, mad scientist, good versus evil, scene after end credits, no title at beginning, cgi animation, peter parker character, gwen stacy character, spider man noir character, prowler the marvel comics character, mary jane watson character, doctor octopus character, wilson fisk a.k.a. kingpin character, green goblin character, scorpion character, reference to albert einstein, uncle nephew relationship, reference to banksy, funeral, visiting a grave, rubik's cube, narrated by title character, father driving son to school, sweaty face, spider number 42, killing a spider, pulling someone's hair, sticky hands, comic book, subway, shoe untied, teen movie, headphones, school uniform, schoolyard, school, police, blonde girl, school life, teacher, student, zebra crossing, vandal, vandalism, new student, untied shoelace, interracial, barrel, aunt may character, teenage boy, teenage girl, teen angst, no opening credits, title at the end, surprise after end credits, character's point of view camera shot, black and white scene, talking animal, super villain, superhero team, surrealism, teenage hero, action hero"
Amadeus,https://www.imdb.com/title/tt0086879/,"opera, jealousy, composer, 18th century, priest, rivalry, genius, vienna austria, guilt, envy, father son relationship, sheet music, 1790s, 1780s, 1820s, told in flashback, confession, classical music, attempted suicide, based on play, deception, crucifix, egotism, admirer, exhaustion, betrayal, frustration, flatulence, disillusionment, humiliation, dictation, emperor, talent, epic, theater, singing lesson, obsession, wig, chocolate, singer, piano, loss of husband, maid, funeral, cemetery, mask, marriage, child prodigy, character name in title, title spoken by character, landlady, talking backwards, mass grave, national film registry, bipolar disorder, sexual favor, indecent proposal, fainting, unrequited love, horse drawn carriage, drunkenness, patron, overwork, lust, chastity, cruelty, forgiveness, loss of father, prayer, italian, deathbed, holy roman empire, 1760s, biographical fiction, ballet, insane asylum, marital separation, throat slit, 1770s, censorship, snowstorm, profanity, mistaken identity, tragedy drama, actor, burial, laughter, prima donna, yawning, disguise, candle, cathedral, pope, immaturity, orchestra, illness, dancing, one word title, pregnancy, blindfold"
Capernaum,https://www.imdb.com/title/tt8267604/,"poverty, prison, child marriage, baby, street child, breast feeding, title directed by female, f rated, boy, 12 year old, doctor, courtroom, judge, ethiopian, beirut lebanon, slum, cleaning lady, toddler, slavery, mother child separation, underage pregnancy, runaway, identification papers, child abuse, child protagonist, told in flashback, shopkeeper, babysitter, trial, survival, 11 year old, babysitting, theft, coming of age, one word title, 12 year old boy, flashback, bus, brother sister relationship, first menstruation, menstruation, refugee, audio cassette, lactation, baby bottle, ice cube, cat, skateboard, money, child trafficking, death of sister, knife, revenge, telephone call, non professional cast, 2010s, misery, place name in title, child prisoner, neglected child, troubled youth, derelict house, promiscuity, shoplifting, ramen, street vendor, working child, large family, sold into marriage, amusement park, ferris wheel, surrogate mother, hunger, powder milk, breast milk, 1st birthday, modern day slavery, illegal alien, fake identification, baby trafficking, missing sister, child bride, child neglect, child abandonment, directed by cast member, lawyer, prescription drug abuse, reference to spider man, father son relationship, mother son relationship, opioid, chicken, cockroach, bath, old man, superhero costume, haircut, call in show, runaway child, aerial camera shot"
Paths of Glory,https://www.imdb.com/title/tt0050825/,"trench warfare, military officer, world war one, bayonet, soldier, military, drunkenness, rifle, french army, court martial, defense lawyer, infantry, france, 1910s, execution, general, fear of death, military justice, pistol, national film registry, battle, title based on poem, blindfold, firing squad, music hall, suicide attack, hand grenade, judicial system, death penalty, refusing to obey orders, despair, cowardice, confessional, catholic, cockroach, anti war, head injury, based on novel, western front, waltz, ballroom, artillery, end credits roll call, controversy, long take, brawl, fistfight, title same as book, slapped in the face, blackmail, revolver, arrogance, whistle, fight, helmet, bolt action rifle, combat, lawyer, barbed wire, facial scar, cult film, cannon fodder, literature on screen, shotgun, machine gun, fighting the system, depraved indifference, political apathy, ruling class, social contrast, scapegoat, bayonet charge, elitism, deep focus, singing, ant, stockade, epic war, epic drama, idealism, bombardment, independent film, based on true story, surprise ending, three word title, cult director, behind enemy lines"
Oppenheimer,https://www.imdb.com/title/tt15398776/,"manhattan project, nuclear physicist, nuclear, american politics, atomic bomb, year 1945, albert einstein character, nuclear weapon, los alamos new mexico, world war two, 1940s, top secret, security clearance, based on real people, j. robert oppenheimer character, based on true story, husband wife relationship, based on biography, nonlinear timeline, nuclear weapons, character name in title, harry s. truman character, desert, betrayal, reference to the potsdam conference, reference to the spanish civil war, reference to atomic bombing of hiroshima, reference to atomic bombing of nagasaki, female nudity, based on real person, period drama, written by director, mastermind, explosion, nuke, guilt, theoretical physicist, political biopic, black and white scene, reference to adolf hitler, reference to john f. kennedy, politics, political manipulation, quantum physics, scientist, brother brother relationship, moral dilemma, trinity bomb test, bomb explosion, non linear narrative, antisemitism, president of the united states, accused of being a communist, historical event, female topless nudity, sex scene, atomic testing, president, atomic explosion, communist, some scenes in black and white, laboratory, atom test, nuclear fission, man wears a hat, nightmarish vision, science, bomb making, hydrogen bomb, new mexico, 1950s, reference to sigmund freud, reference to karl marx, title at the end, reference to joseph mccarthy, reference to dwight d. eisenhower, politician, mistress, fantasy sequence, mushroom cloud, christmas party, secret laboratory, compartmentalization, physics, american abroad, college student, college professor, time magazine, newspaper headline, manipulation, jewish american, plutonium, uranium, nuclear energy, atomic energy, revenge, film starts with quote, countdown, epic, year 1954"
American Beauty,https://www.imdb.com/title/tt0169547/,"midlife crisis, loveless marriage, obsession, virginity, drug dealer, drug use, father son relationship, domestic violence, virgin girl, sexual repression, unfaithfulness, cheating wife, teenage girl, father daughter relationship, neighborhood, masturbating in a shower, adulterous wife, shot in the head, dysfunctional marriage, husband wife relationship, lust, only daughter, unhappy marriage, unfaithful wife, abusive father, sex in a motel, sexual fantasy, adultery, voice over narration, marital problem, extramarital affair, infidelity, drug dealing, gay kiss, homosexual couple, homosexuality, homophobia, infatuation, high school, drugs, nudity, unexpected kiss, cheating, facade, gunshot, blood splatter, misunderstanding, throwing a plate, rain, exhibitionist, videotaping, loss of husband, marijuana, urine sample, firing range, masturbation, estranged couple, domineering father, american dream, cannabis, homophobe, male masturbation, repressed homosexual, suburb, cheerleader, sex scene, rose petal, female nudity, hate, model, death, loud sex, in medias res, virgin, absent mother, beer bottle, hatred of father, wet clothes, sofa, blood on wall, locking a door, argument, sexual desire, exhibitionism, materialism, non communication, nymphet, drug testing, nazi paraphernalia, blackmail, illegal drug, videotape, gun collecting, neurosis, seduction, shooting range, self destructiveness, secret life, tragic event, crime of passion"
Oldboy,https://www.imdb.com/title/tt0364569/,"revenge, psychological torture, captive, neo noir, hypnosis, secret, older man younger woman relationship, voice over narration, surprise ending, self mutilation, memory, violence, penthouse, octopus, claw hammer, photo album, tongue cut out, haunted by the past, severed tongue, kidnapping, mysterious villain, torture, title spoken by character, love, brother sister relationship, father daughter relationship, incest, father daughter incest, brother sister incest, captivity, stabbed in the back, one against many, sex scene, ambiguous ending, male rear nudity, vengeance, brutality, suicide by shooting oneself in the head, suicide by jumping from a rooftop, voyeur, psychopath, female frontal nudity, friend, vomiting, blood splatter, fistfight, guilt, pleading, gas mask, eavesdropping, rooftop, fight, diary, blood, knife, snow, telephone booth, suicide, montage, photograph, elevator, falling from height, cell phone, surveillance, prologue, murder, hypnotist, high school, flash forward, death of sister, conspiracy, beaten to death, unjust incarceration, flashback, thrown from a building, based on manga, post hypnotic suggestion, long take, framed for murder, anti hero, pain, anger, police station, knife in back, body lands on a car, graphic violence, bound and gagged, eating a live animal, knockout gas, man in a shower, abandoned school, barking like a dog, long lost daughter, attempted suicide, cult film, shot in the head, fantasy sequence, dental torture, south korea, hand to hand combat"
Scarface,https://www.imdb.com/title/tt0086250/,"cocaine, gangster, murderer as protagonist, organized crime, criminal as protagonist, protagonist becomes antagonist, death of protagonist, power, cuban refugee, cuban american, 1980s, remake, anti hero, snorting cocaine, crime wave, overprotective brother, self destructiveness, antagonist as protagonist, cocaine trafficking, cocaine war, murder of a gangster, murder of protagonist, ends with murder, ends with death, shot to death, illegal activities, scar, wedding, cuba, violence, capitalism, electronic music score, assassination attempt, shootout, grenade launcher, colombian drug cartel, facial scar, dead man, assassin, tiger, anger, bitterness, car bomb, lawyer, famous line, cult film, political corruption, chainsaw, cuban, one word title, crime epic, shoulder holster, massacre, body parts, family reunion, ex convict, drug deal, white suit, wall of tv screens, news broadcast, money bag, counting money, business meeting, drunkenness, making a scene, planting a bomb, mound of cocaine, villa, tv news, watching tv, binoculars, bloodbath, cocaine use, drug snorting, packaging cocaine, paranoia, blood on wall, reference to brother sister incest, incest subtext, criminal record, beretta cheetah, beretta m1951, colt python, handgun, colombian drug dealer, m1911 pistol, submachine gun, mac 10, ingram mac 10, assault rifle, fn fal rifle, m16 rifle, remington 870 shotgun, pump action shotgun, double barreled sawed off shotgun, 12 gauge shotgun, cuban american relations, cuban man, cuban accent, cuban immigrant"
Braveheart,https://www.imdb.com/title/tt0112573/,"scotland, revolt, england, idealism, legend, epic, archery, execution, famous score, thrown through a window, famous line, 13th century, tyranny, secret marriage, battle, nobility, prince of wales character, robert the bruce character, tortured to death, decapitation, friend turned enemy, death of protagonist, rape and revenge, attempted rape, semi biographical film, dream sequence, english army, defenestration, medieval times, sword throwing, prologue, princess, nationalism, middle ages, loss of wife, loss of father, loss of brother, leprosy, knighthood, funeral, french, father son relationship, drawn and quartered, combat, cavalry, castle, betrayal, bannockburn, mass hanging, public execution, massacre, rape, warrior, famous speech, directed by star, male frontal nudity, homosexuality, pubic hair, scrotum, ends with narration, scottish history, british history, epic history, epic war, cauterizing a wound, gay character, killing a horse, gay couple, oppression, epic drama, narration, period drama, underdog, sex scene, prison, forest, blockbuster, throat slit, sword, fight, politics, parley, brutality, military history, brief male frontal nudity, swordfight, 1310s, arrow wound, sleeve knife, costume drama, europe, loss of daughter, blood splatter, insult, pikeman, lance, halberd, assassination attempt, bow hunting, deer hunting"
2001: A Space Odyssey,https://www.imdb.com/title/tt0062622/,"monolith, human versus computer, star child, famous line, computer, spacecraft, ambiguous ending, artificial intelligence, surrealism, outer space, man versus machine, famous score, no opening credits, moon, astronaut, lunar colony, message from outer space, future shock, voyage of discovery, super computer, asphyxiation in space, spacesuit, space exploration, murder, spacewalk, space station, jogging, zero gravity, chess, science runs amok, national film registry, based on short story, very little dialogue, 70mm film, classical music score, compilation music score, epic, freeze frame, slow motion scene, overture, first contact, video call, existentialism, episodic structure, 1990s, 2000s, jupiter, american, shuttlecraft, ape, drawing, baby, deception, orb, animal attack, beaten to death, leopard, miocene, prehistory, airlock, singing, cryogenic suspension, transfiguration, rebirth, father daughter relationship, ancient astronaut, scientist, talking computer, space expedition, lip reading, explosive decompression, bone, archeological dig, moon base, blockbuster, computer breakdown, birthday, death of friend, tribe, toilet, bedroom, independent film, afi, cult film, long take, product placement, cult director, number in character's name, location in title, year as title, first part, ambiguity, computer malfunction, co written by director, astronomical object in title, killer computer, part of duology, space adventure, epic adventure, epic sci fi"
Incendies,https://www.imdb.com/title/tt1255953/,"middle east, christian muslim conflict, pregnant from rape, prison, missing baby, twin brother and sister, family relationships, university, last will and testament, brother sister relationship, lebanese civil war, palestinian, palestinian identity, incestuous rape, mother son intercourse, incest, mother's dying request, true identity revealed, voice over letter, unwanted pregnancy, political assassination, unknown son, unknown father, based on play, incest rape, christian, mother daughter relationship, desert, dysfunctional family, execution, murder, family honor, sniper, orphanage, cross cultural, father is brother, mother son incest, mathematician, french canadian, french canada, one word title, gorge, freedom fighter, military, combat fatigue, military uniform, folder, indoor plant, hoodie, framed photograph, turtleneck, dead, death, request, suit and tie, tear, sibling relationship, executor, reluctance, unusual request, outburst, black and white photograph, revelation, connection, picture of mother, shawl, high rise, catatonia, catatonic, hospital, hospitalization, unresponsive person, medical examination, beads, rosary, cross, praying, superstition, lore, criminal, valley, pot, christianity, crucifix mounted on a wall, flashlight, jet, hut, rural area, cross necklace, blood, umbilical cord, midwife, moving to city, covered hair, head scarf, tank, clue, uncle niece relationship, embrace, broken promise"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://www.imdb.com/title/tt0057012/,"war room, bomber, nuclear attack, u.s. air force, nuclear holocaust, nuclear war, militarism, mushroom cloud, general, disaster, black comedy, absurdism, actor plays multiple roles, soviet union, doomsday, bomber pilot, protagonist and antagonist played by same actor, machine gun, round table, military officer, atomic bomb, cold war, one day timespan, world war two veteran, nuclear bomb, nuclear weapon, bikini, air force base, pentagon, negotiation, crisis, political comedy, fictional war, damaged airplane, air defense, psychopath, political satire, nuclear threat, based on novel, missile, long title, british, wheelchair, aerial refueling, secret weapon, communism, idee fixe, obsession, mad scientist, paranoia, cult classic, cult director, famous line, claim in title, wmd, strategic bomber, insanity, system failure, catastrophic failure, time running out, foreigner plays a russian character, b 52 bomber, nuclear first strike, mental breakdown, bomb bay, friendly fire, battle, cockpit, narration, vending machine, phone booth, transistor radio, secretary, ambassador, scientist, out of control, president of the united states, strategic air command, doomsday device, anti aircraft gun, pacifism, air base, eccentricity, suspense, survival kit, no survivors, suicide, playboy magazine, national film registry, absurd comedy, cigar smoking, royal air force, russian, german, air attack, radar, cowboy hat, coca cola, nuclear warhead, character name in title"
Amélie,https://www.imdb.com/title/tt0211915/,"female protagonist, voice over narration, france, following someone, paris france, montmartre paris, lawn gnome, cafe, photo booth, magical realism, photo album, video cassette, cinema, garden gnome, search, cheerfulness, lingerie slip, waitress, canal saint martin, memory, reminiscence, female full frontal nudity, stethoscope exam, doctor, loneliness, mausoleum, building, apartment building, apartment, neighbor neighbor relationship, year 1997, reference to princess diana, souvenir, grocery store, grocer, camera, clock, phone booth, ringing telephone, jealousy, postcard, caretaker, janitor, widow, stuffed dog, school, marbles, sex shop, sex shop employee, female topless nudity, ghost train, love, kiss, surrealism, famous score, man wears eyeglasses, cult film, music score features piano, breaking the fourth wall, bicycle, fish out of water, local blockbuster, television set, female nudity, female frontal nudity, sex scene, skeleton costume, heroine, train, goldfish, fate, childhood memory, childhood innocence, photograph, revenge, daydream, birth, fairy tale, house key, train station, subway, suicide, time lapse photography, orgasm, living statue, imagination, fairground, character repeats narrator's words, child's point of view, painting, year 1974, coincidence, sex in a bathroom, bad past, boredom, happiness, cognac, elizabethan collar, chance, good deed"
Lawrence of Arabia,https://www.imdb.com/title/tt0056172/,"desert, arabia, bedouin, ottoman empire, arab, world war one, camel, male rape, british empire, caning, british army, military, shot in the head, railroad, corporal punishment, turk, islam, jerusalem, stoicism, motorcycle accident, nomad, dagger, middle east, diplomacy, mercy killing, muslim, blockbuster, execution, train wreck, 1910s, quicksand, suez canal, homosexual subtext, hero, sexual sadism, national film registry, bloodlust, intermission, matchstick, power outage, death of protagonist, rifle, soldier, oversleeping, camel riding, epic, warrior, british, explosion, grape, horse, interrogation, irregular troops, mental instability, officers club, punched in the stomach, shame, sinai desert, trespassing, london england, beach, combat, general, well, military advisor, killed with a sword, interracial friendship, dorset england, hubris, ottoman syria, racial slur, damascus, canyon, prince, gunshot wound, in medias res, desert warfare, 70mm film, war hero, st. paul's cathedral london, detonator, flare gun, walking on top of a train car, umbrella, camera, nafud desert, lemonade, thirst, promissory note, great arab revolt, father son relationship, knife as mirror, robe, shaving, encampment, singing, compass, riding accident, binoculars, billiards"
Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com/title/tt0086190/,"bikini, sex slave, bounty hunter, brother sister relationship, father son relationship, yoda character, chewbacca character, villain turns good, lando calrissian character, luke skywalker character, han solo character, darth vader character, princess leia organa character, fireworks, r2 d2 character, opening crawl, lightsaber, forest, loss of father, princess, rescue, saved from execution, stormtrooper, jet pack, father son estrangement, tragic villain, redemption, funeral pyre, obi wan kenobi character, star wars, general, electrocution, desert, dungeon, laser gun, sci fi western, mask, palace, space opera sci fi, national film registry, epic adventure, betrayal, barge, temporary blindness, space sci fi, levitation, sword, twins, swashbuckler, cryonics, force field, armored warfare, android, admiral, knight, guerrilla warfare, galaxy, space fleet, exomoon, swamp, obesity, ancient, empire, emperor, battle, crime lord, speeder bike, abyss, public execution, talking robot, shootout, punctuation in title, roman numbered sequel, roman numeral in title, mistaken for god, booby trap, ambush, space battle, blockbuster, hologram, strangulation, psychokinesis, robot, alien, spacecraft, good versus evil, sequel, space station, tongue, eaten alive, giant monster, telekinesis, famous score, epic, rebellion, death of friend, monster, laser, ghost, falling to death"
To Kill a Mockingbird,https://www.imdb.com/title/tt0056592/,"trial, lawyer, based on novel, small town, alabama, false accusation, single father, great depression, false accusation of rape, tomboy, race relations, racism, 1930s, father daughter relationship, father son relationship, judge, family relationships, widower, overalls, poverty, blockbuster, bird in title, killing a dog, perjury, racial slur, porch swing, housekeeper, recluse, schoolyard fight, coming of age, brother sister relationship, pulitzer prize source, respect, legal drama, first day of school, breakfast, fence, tire swing, jail, spitting in someone's face, treehouse, pocket watch, compassion, costume, rescue, broken arm, rolling in a tire, trespassing, assault, methodist, crayon, child in jeopardy, cigar box, racial segregation, balcony, handshake, soap carving, stray dog, disability, drunkenness, child, dinner guest, sheriff, vegetable garden, neighbor, aunt, rifle, doctor, told in flashback, tree, narration, precocious child, stabbing, farmhand, loss of husband, apology, shadow, little girl, little boy, wrongful conviction, social commentary, lynch mob, national film registry, famous score, rabies, fight, barter, apron, redneck, rocking chair, handcuffs, animal in title, wheelchair, sliding down a banister, farmer, title same as book, crawling under a fence, hiding place, pocket knife, bible"
Singin' in the Rain,https://www.imdb.com/title/tt0045152/,"movie studio, film within a film, tap dancing, 1920s, singing, femme fatale, raincoat, dancing, title sung by character, musical filmmaking, piano, water drain spout, pianist, recording studio, silent filmmaking, movie premiere, umbrella, stuntman, microphone, national film registry, movie star, cane, popping out of a cake, fedora, party, screening room, grauman's chinese theatre los angeles, los angeles california, blockbuster, beverly hills california, film director, fantasy sequence, filmmaking, cake in the face, hollywood, movie preview, squeaky voice, curtain, dance, jukebox musical, lamppost, movie mogul, actress, chorus girl, musician, actor, necklace, jewelry, walking into a wall, jumping into a car, boater hat, streetcar, ziegfeld follies, wind machine, tuxedo, straw hat, pearl necklace, ladder, flat tire, diction lesson, contract, billboard, flashback, fashion show, friendship, famous song, vaudeville, movie theater, jalopy, extortion, lip syncing, jealousy, rainstorm, pratfall, dubbing, afi, title based on song, explosion, clown costume, cigarette holder, wig, love, hat, ballet, insult, movie magazine, apostrophe in title, biplane, candelabra, cheesecake, driving off a cliff, kissing in the rain, yes man, acrobatics, burlesque, comedy team, spontaneous choreography, suitcase, whipped cream, busby berkeley homage"
The Apartment,https://www.imdb.com/title/tt0053604/,"apartment, christmas, key under a mat, christmas eve, attempted suicide, prescription drug overdose, new york city, extramarital affair, elevator operator, broken mirror, manhattan new york city, switchboard operator, love triangle, office party, new year's eve, office romance, neighbor, new year's eve party, accountant, business executive, doctor, pocket mirror, common cold, rolodex, listening in on a telephone call, breakfast in bed, bowler hat, boss employee affair, landlady, secretary, dancing, suicide attempt, office building, auld lang syne, insurance company, office politics, marital separation, bar, adultery, drunkenness, nasal spray, quitting a job, job promotion, christmas party, self respect, deception, gin rummy, chinese restaurant, black eye, drunken santa, mirror, elevator, national film registry, soup, spaghetti, eavesdropping, key, slapped in the face, love, adding machine, sneeze, fever, desk appointment calendar, olive, blowing wrapper off a straw, jukebox, overdose of sleeping pills, shaving, split lip, sex comedy, stood up on date, phonograph, jewish, phone booth, hypocrisy, gas leak, santa claus suit, channel surfing, taking the blame for someone else, male female relationship, year 1959, tv dinner, female elevator operator, watching tv, new year, mistress, new year's party, cheating husband, champagne, unlucky in love, breakup, taxi driver, divorce, loneliness, ambition, tennis racket, bachelor, gift, cooking, czech"
The Wolf of Wall Street,https://www.imdb.com/title/tt0993846/,"based on true story, stockbroker, 1990s, adultery, sex in bed, infidelity, debauchery, fellatio, female nudity, sex standing up, breaking the fourth wall, corporate fraud, stock market, money laundering, wall street manhattan new york city, female full frontal nudity, male frontal nudity, marital rape, lust, corruption, masturbating in public, mile high club, marriage, fellatio in an elevator, sex in a limousine, sex with multiple partners, orgy, swiss banker, manager, ankle monitor, black monday, sex in public, london england, drug addiction, drug addict, interrupted sex, financial ruin, white collar crime, stock manipulation, hot candle wax during sex, extramarital affair, oral sex, caught masturbating, anal sex, dysfunctional marriage, female frontal nudity, female rear nudity, quaalude, public nudity, scam, promiscuity, new york stock exchange, securities manipulation, male protagonist, nudity, wealth, prison, party, sex in a taxi, rape, fellatio while driving, nasdaq stock market, stripper, fellatio in a car, condom, orgasm, vomiting, strip mall, lamborghini, playing tennis, falling into a pool, sex in restroom, narrated by character, drug dealer, crack cocaine, bachelor party, threesome, sex in an elevator, hidden camera, drink thrown into someone's face, dominatrix, talking during sex, pay phone, cocaine, pool party, troubled marriage, divorce, geneva switzerland, based on book, pubic hair, erection, strip club, female pubic hair, male male kiss, cunnilingus, no panties, butt slap, bikini, gay character, male nudity"
Prisoners,https://www.imdb.com/title/tt1392214/,"child abduction, sex offender, vigilante justice, police, child kidnapping, whistle, torture, brutality, dog, revenge, detective, investigation, father searches for missing daughter, sock, neo noir, held at gunpoint, drugged drink, rain, bound and gagged, mental retardation, hospital, shot to death, snake, animal abuse, police investigation, suicide by shooting oneself in the head, pendant, scene of the crime, traumatized girl, vigilantism, self justice, survivalist, survivalism, doomsday prepper, serial murder, murder of a child, serial abductor, abducted child, escape, religious confession, animal cruelty, abduction, unlawful confinement, searching for a missing girl, refusal to talk under torture, male torturing male, interrogation room, questioned by police, missing girl, missing daughter, being tailed by the police, candlelight vigil, shooting deer, home invasion, anger, tied to a chair, two way mirror, christmas, vigilante, hypodermic needle, female criminal, pit, sociopath, newspaper headline, woods, pickup truck, father daughter relationship, shot in the leg, mannequin, shot through the mouth, gun in mouth, dream sequence, lye, bag over head, beating, trumpet, deer, no opening credits, forest, snow, duct tape over mouth, punched in the face, missing person, interrogation, maze, suicide, missing child, police detective, kidnapping, car, the lord's prayer, thanksgiving, suicide-by-cop, hostage, reference to bruce springsteen, reference to batman, recreational vehicle, weapon, death, pick up"
Batman Begins,https://www.imdb.com/title/tt0372784/,"superhero, social decay, origin of hero, batman character, gotham city, playboy, well, deception, falling down a well, falling into a well, based on comic book, mixed martial arts, bruce wayne character, lucius fox character, ra's al ghul character, armored car, bioterrorism, court, trial, dark past, neo noir, alfred pennyworth character, james gordon character, secret laboratory, false identity, corruption, masked man, batcave, justice, injustice, scientist, bioterrorist, bat signal, arkham asylum, male protagonist, police lieutenant, bhutan, male superhero, male super villain, male antagonist, male villain, superhero action, flashback, scarecrow character, fear, fight, training, mentor, mafia, organized crime, millionaire, cave, billionaire, ninja, mansion, butler, train derailment, police officer, fake drunkenness, manipulation, cynicism, gadget vehicle, homeless man, slum, toxin, home invasion, mob hit, vigilante justice, gangster, mafia boss, police corruption, water contamination, action hero, stylized violence, elevated train, gas mask, hand to hand combat, masked vigilante, reboot of series, vigilantism, urban decay, opera, homelessness, crime boss, courtroom, body armor, antidote, gadget car, hallucination, presumed dead, mob boss, childhood friend, board meeting, secret identity, crime fighter, character name in title, dark hero, surprise ending, british actor playing american character, martha wayne character"
No Country for Old Men,https://www.imdb.com/title/tt0477348/,"neo western, texas, neo noir, sheriff, desert, contemporary western, cold blooded murder, suspense, el paso texas, surprise ending, police, tracking device, traffic accident, border guard, border crossing, hitman, captive bolt gun, murder spree, professional murderer, murder, dream, contract killer, assassin, bounty hunter, serial killer, psychopath, coin toss, very little dialogue, killing a dog, based on novel, vietnam war veteran, covered in blood, fear, gun, mercilessness, psychopathic killer, false promise of the american dream, nihilism, 1980s, money, drug deal, welder, violence, weapon, veteran, u.s. mexico border, deputy, satchel, death, hunting, tragedy, blood, trail of blood, pool of blood, public phone, pay phone, motel room, reference to the vietnam war, bloody shirt, shotgun wound, bloody leg, street shootout, bad guy wins, claim in title, villain, brutality, gore, evil man, homicidal maniac, maniac, human monster, good versus evil, post modern, coin tossing, scene of the crime, mastiff, rottweiler, killer dog, wheelchair, diversion, funeral, drugstore, handcuffs, strangled to death, ruthlessness, hidden transmitter, blood splatter, escape, dog, deputy sheriff, deal gone wrong, conscience, chased by a dog, air vent, silenced shotgun, coin flipping in the air, famous line, cowboy boot, telephone call, taxi"
Taxi Driver,https://www.imdb.com/title/tt0075314/,"taxi driver, loner, street life, child prostitution, anti hero, neo noir, urban decay, manhattan new york city, dark hero, vigilante, pimp, talking to oneself in a mirror, assassination attempt, obsession, murder, vigilantism, new york city, vietnam war veteran, controversy, psychological thriller, alienation, misanthrope, revolver, prostitution, sexual repression, shootout, italian american, runaway child, social commentary, apartment, eavesdropping, convenience store, harlem manhattan new york city, drug dealer, rejection, director cameo, loneliness, taxi, pornography, night shift, mirror, insomnia, political campaign, famous score, sociopath, junkie, social isolation, cult film, racial slur, finger gun, brothel, push ups, mohawk haircut, adult movie theater, u.s. secret service, psychological drama, social decay, revenge, sleeve gun, times square manhattan new york city, title spoken by character, pedophilia, gore, racism, famous line, letter, psychopath, mental illness, blood splatter, pistol, gay slur, sunglasses, hippie, child prostitute, existentialism, shot in the hand, depression, suspense, manifesto, pay phone, rescue, gun holster, rant, senator, shooting range, ethnic slur, flirting, east village manhattan new york city, bodega, 42nd street manhattan new york city, hand shot off, fingers shot off, killing spree, braless, discontent, moloch, schizotypal personality disorder, armed robbery, job interview, gun dealer"
Die Hard,https://www.imdb.com/title/tt0095016/,"hostage, one against many, los angeles california, heist, action hero, police officer, based on novel, christmas eve, marital separation, rooftop, shootout, hero, talking to oneself, helicopter, skyscraper, murder, elevator shaft, criminal mastermind, sabotage, fight to the death, explosive, security guard, male bonding, elevator, rescue, walkie talkie, rocket launcher, christmas movie, car phone, henchman, broken glass, corporate executive, courage, detonator, ventilation shaft, body lands on a car, redemption, marital reconciliation, blockbuster, vault, chauffeur, machismo, airport, mercenary, part of series, one day timespan, battle of wits, power outage, cigarette smoking, fbi agent, showdown, shot in the head, limousine, teddy bear, christmas party, two word title, nanny, disarming someone, parking garage, punched in the face, german, brutality, mother daughter relationship, deception, ambush, wristwatch, jumping from height, stun grenade, fbi federal bureau of investigation, shot through a table, two characters with the same name, duct tape, traumatic past, crashing through a window, national film registry, christmas movie alternative, century city los angeles, hanging, convenience store, eavesdropping, loss of brother, fire hose, vulgarity, air duct, japanese, fire sprinkler, broken neck, cocaine, drugs, lapd, tv news, chain, television station, female nudity, swat team, pistol, sniper, strangulation, fight, reluctant hero"
Green Book,https://www.imdb.com/title/tt6966692/,"on the road, racism, fried chicken, jail, piano, pianist, racially segregated restroom, road movie, chauffeur, road trip, friendship, cutty sark whiskey, travel, driving, year 1962, driving a car, buddy movie, negro motorist green book, picking up litter, magical negro stereotype, jazz piano, employer employee friendship, 1960s, musician, segregation, christmas, closeted gay man, gay, hotel, african american, black american, race relations, kentucky fried chicken, snow, snowing, musical trio, reference to little richard, reference to sam cooke, reference to aretha franklin, italian american, ymca, implied male nudity, writing a letter, reference to robert f. kennedy, pizza, assaulting a police officer, travel guide book, family dinner, playing piano, racial discrimination, dignity, bucket of fried chicken, black man, racial injustice, uneducated, dictating a letter, prejudiced man, interracial friendship, deep south, white savior, color in title, lgbt, racial slur, racial epithet, new york city, unlikely friendship, american south, manhattan new york city, bronx new york city, nightclub, concert hall, carnegie hall manhattan new york city, father son relationship, husband wife relationship, food, eating, christmas tree, christmas decorations, chicken as food, motel, cafe, restaurant, birmingham alabama, arrest, jail cell, flat tire, rain, macon georgia, memphis tennessee, prejudice, bigotry, friend, bouncer, violence, anti violence, singer, singing, song, hit in the face, mirror"
